,Property Name,Previous Property Name,Street Address,City,State,Zip,Sales Rep,Snappt POC, Property Unit Count ,FD Start Date (Customer Start Date),IDV Start Date,IV/CP Start Date,Onboarded Revenue Helper Column - Start Date Check,Billing Software,Property Billing Contact,Corporate Billing Contact,PMS,Rev Model,Monthly Rev (MRR),Monthly Minimum ,Contract Type,MGMT,SFDC Property ID,Ownership,Ownership Contact Name + Email Address,"Building Contact Name aka Primary Point of Contact (at Property)
[OPTIONAL]","Contact Info
[OPTIONAL]","Regional Manager
[OPTIONAL]",Status,,1-5k 4/29/25 roll out
New Property,Solaire Apartments,,,Albuquerque,NM,,DC,Terene,  249 ,10/25/2023,,,,,,,AIM,SaaS,$336.15,,2023 Promo - 30 day out,AMC Management,a01Dn00000HJ1uVIAT,Millburn and Company,,Jacqueline Herrera,solaire@amcllc.net,r.gallegos@amcllc.net,Live,,#REF!
New Property,Telegraph Hill Apartments,,,Albuquerque,NM,,DC,Terene,  200 ,10/25/2023,,,,,,,AIM,SaaS,$270.00,,2023 Promo - 30 day out,AMC Management,a01Dn00000HHrqLIAT,Millburn and Company,,Larisha Howard,telegraphhill@amcllc.net,r.gallegos@amcllc.net,Live,,#REF!
New Property,Pearl Greenway,,,Houston,TX,,NP,Danielle,  341 ,10/25/2023,,,,,,,Entrata,SaaS,$477.40,,2023 Promo - 30 day out,"Morgan Group, Inc.",a01Dn00000HHV09IAH,,,Cary Talentt,manager.pearlgreenway@morgangroup.com,ruthr@morgangroup.com,Live,,#REF!
New Property,Aventon Isabelle,,,Orlando,FL,,FF,Danielle,  348 ,10/25/2023,2/5/2024,12/18/24,,Ops,,,,SaaS,$435.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHHZtIAP,,,Michelle Padgett,mpadgett@pegasusresidential.com,sdougherty@pegasusresidential.com,Live,,#REF!
COM (under 90 days),Spoke Apartments,Spoke,,Atlanta,GA,,FF,Danielle,  224 ,10/25/2023,12/18/24,12/18/24,,Ops,,,,SaaS,$280.00,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHr0EIAT,,,Amanda Momperousse,amomperousse@zrsmanagement.com,cal@zrsmanagement.com,Live,,#REF!
COM (over 90 days),Magnolia Terrace Apartment Homes,Magnolia Terrace,,Charlotte,NC,,DG,Brooke,  264 ,10/26/2023,,4/10/2025,,VendorCafe,,,Yardi,SaaS,$369.60,,30 day out,Atlantic Pacific Companies,a01Dn00000HHoVSIA1,,,Maria Middlebrooks,magnoliamgr@apcompanies.com,mburke@apcompanies.com,Live,,#REF!
New Property,Morningside Courts,,,Atlanta,GA,,DG,Brooke,  172 ,10/26/2023,,4/10/2025,,VendorCafe,,,Yardi,SaaS,$240.80,,30 day out,Atlantic Pacific Companies,a01Dn00000HHTCjIAP,,,Antonio Jones,morningsidemgr@apcompanies.com,RBrown@apcompanies.com,Live,,#REF!
New Property,Sloan Square,,,Atlanta,GA,,DG,Brooke,  197 ,10/26/2023,,4/10/2025,,VendorCafe,,,Yardi,SaaS,$275.80,,30 day out,Atlantic Pacific Companies,a01Dn00000HHY4nIAH,,,Katrina Curtis,sloansquaremgr@apcompanies.com,agrissom@apcompanies.com,Live,,#REF!
New Property,The Atlantic Brookwood,,,Atlanta,GA,,DG,Brooke,  240 ,10/26/2023,,4/10/2025,,VendorCafe,,,Yardi,SaaS,$336.00,,30 day out,Atlantic Pacific Companies,a01Dn00000HHeQPIA1,,,Jordan Wyatt,brookwoodmgr@apcompanies.com,agrissom@apcompanies.com,Live,,#REF!
New Property,Commons at Briargate,,,Colorado Springs,CO,,JW,Jodi,  194 ,10/26/2023,,5/6/25,,GCB,,,,SaaS,$242.50,,30 day out,Greystar,a01Dn00000HHKpLIAX,,,Ashley Rorie,commonsmgr@greystar.com,mary.fortin@greystar.com,Live,,#REF!
COM (under 90 days),Beverly Villas,,,Brunswick,GA,,FF,Danielle,  80 ,10/26/2023,10/21/24,12/18/24,,Ops,,,,SaaS,$100.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000Op9S5IAJ,,,Lauren Mitchell,beverlyvillas-pm@pegasusresidential.com,cduncan@pegasusresidential.com,Live,,#REF!
COM (under 90 days),Coastal Club,,,Brunswick,GA,,FF,Danielle,  240 ,10/26/2023,10/21/24,12/18/24,,Ops,,,,SaaS,$300.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHgUpIAL,,,Lauren Mitchell,coastalclub-pm@pegasusresidential.com,cduncan@pegasusresidential.com,Live,,#REF!
New Property,Settler's Gate,,,Allen,TX,,NP,Brooke,  432 ,10/27/2023,,5/6/25,,GCB,,,RealPage,SaaS,$540.00,,30 day out,Greystar,a01Dn00000HHqXYIA1,,,Celest Lopez,settlersgatemgr@greystar.com,meghan.nelson@greystar.com,Live,,#REF!
New Property,Benton Pointe,,,Allen,TX,,NP,Brooke,  456 ,10/27/2023,,5/6/25,,GCB,,,RealPage,SaaS,$570.00,,30 day out,Greystar,a01Dn00000HHIRzIAP,,,Emmy George,bentonpointemgr@greystar.com,"jamie.self@greystar.com

",Live,,#REF!
New Property,Metro Pointe,,,Baltimore,MD,,AG,Jodi,  493 ,10/30/2023,,,,,,,,PPR,$250.00,,2023 Promo - 30 day out,AION Management,a01Dn00000HHSd1IAH,,,Stephen Cooper,metropointe.pm@aionmanagement.com,j.rohrer@aionmanagement.com,Live,,#REF!
New Property,Emerson,Emerson at the Edge on Hudson,,Sleepy Hallow,NY,,AG,Brooke,  188 ,10/30/2023,,5/6/25,,GCB,,,,SaaS,$235.00,,30 day out,Greystar,a01Dn00000HHMcXIAX,,,TBD,emersonmgr@greystar.com,kate.resendes@greystar.com,Live,,#REF!
New Property,Lantera Boston Landing,,,Boston,MA,,AG,Brooke,  295 ,10/30/2023,,5/6/25,,GCB,,,,SaaS,$368.75,,30 day out,Greystar,a01Dn00000HHkKDIA1,,,Meghan Morrison,lantera@lanteraboston.com,roman.dziuba@greystar.com,Live,,#REF!
New Property,Flats at Columbia Pike,,,Silver Spring,MD,,AG,Terene,  529 ,10/31/2023,,,,Ops,,,,PPR,$250.00,,2023 Promo - 30 day out,AION Management,a01Dn00000HHi2AIAT,,,Stephen Cooper,metropointe.pm@aionmanagement.com,j.rohrer@aionmanagement.com,Live,,#REF!
New Property,Galleria Village,,,Charlotte,NC,,JW,Danielle,  210 ,10/31/2023,,,,VendorCafe,,galleriavillage@bellpartnersinc.com,Yardi,SaaS,$262.50,,2023 Promo - 30 day out,Bell Partners,a01Dn00000HHNkIIAX,,,Celina Del Toro,cdeltoro@bellpartnersinc.com,NKelley@bellpartnersinc.com,Live,,#REF!
New Property,Galleria Club,,,Charlotte,NC,,JW,Danielle,  48 ,10/31/2023,,,,VendorCafe,,galleriavillage@bellpartnersinc.com,Yardi,SaaS,$60.00,,2023 Promo - 30 day out,Bell Partners,a01Dn00000HJaibIAD,,,Celina Del Toro,cdeltoro@bellpartnersinc.com,NKelley@bellpartnersinc.com,Live,,#REF!
New Property,Greylyn Estates,,,Charlotte,NC,,JW,Danielle,  259 ,10/31/2023,,,,VendorCafe,,greylynestates@bellpartnersinc.com,Yardi,SaaS,$323.75,,2023 Promo - 30 day out,Bell Partners,a01Dn00000HHOW4IAP,,,Celina Del Toro,cdeltoro@bellpartnersinc.com,NKelley@bellpartnersinc.com,Live,,#REF!
New Property,Arden Pointe,,,Laurel,MD,,AG,Brooke,  982 ,10/31/2023,,4/29/25,,,,,Entrata,PPR,$250.00,,2023 Promo - 30 day out,Building Development & Management Group,a01Dn00000HHH3dIAH,,,Lynette Coates,Lynette@bdmgre.com,remy@bdmgre.com,Live,,#REF!
New Property,Woods at Oak Crossing,,,Indianapolis,IN,,DG,Brooke,  321 ,10/31/2023,Opt in TBD,Opt in TBD,,,,,,SaaS,$481.50,,Find Contract,Elon Property Management,a01Dn00000HHtuQIAT,,,Lori Adekenye,elon4202@elonmgmt.com,btucker@elonmgmt.com,Live,,#REF!
New Property,Berkley Commons,,,Indianapolis,IN,,DG,Brooke,  542 ,10/31/2023,Opt in TBD,Opt in TBD,,,,,,SaaS,$813.00,,Find Contract,Elon Property Management,a01Dn00000HHITNIA5,,,Lori Hill,elon4200@elonmgmt.com,btucker@elonmgmt.com,Live,,#REF!
New Property,1188 Mission,,,San Francisco,CA,,DG,Terene,  440 ,10/31/2023,,5/6/25,,GCB,,,,SaaS,$550.00,,30 day out,Greystar,a01Dn00000OpD6OIAV,,,Aaron Malki,1188missionmgr@greystar.com,shashawna.ball@greystar.com,Live,,#REF!
New Property,Central Park Apts.,,,Madison,AL,,FF,Brooke,  56 ,10/31/2023,,,,,,,Entrata,SaaS,$70.00,,30 day out,RangeWater Real Estate,a01Dn00000OpDBdIAN,,,Kiersten Jones,CDCentralPark@liverangewater.com,kristi.schwartz@liverangewater.com,Live,,#REF!
New Property,One Clinton Park,,,New Rochelle,NY,,AG,Jodi,  382 ,10/31/2023,11/27/2023,7/29/25,,,,,,SaaS,$477.50,,Find Contract,RXR Realty,a01Dn00000OpCTJIA3,,,Amanda Walker-Saylor,amanda.walker-saylor@greystar.com,naldelina.rosario@greystar.com,Live,,#REF!
New Property,Maven,,,Bronx,NY,,AG,Jodi,  200 ,10/31/2023,11/27/2023,7/29/25,,,,jemiller@rosepmg.com; jmckay@rosepmg.com,,SaaS,$250.00,,Find Contract,RXR Realty,a01Dn00000HJS9SIAX,,,Jessica Miller,jemiller@rosepmg.com,naldelina.rosario@greystar.com,Live,,#REF!
New Property,Marion Lake,,,Port Wentwrth,GA,,FF,Danielle,  340 ,11/1/2023,,5/6/25,,GCB,,,,SaaS,$425.00,,30 day out,Greystar,a01Dn00000OpD6PIAV,,,Jodie Waugh,marionlakemgr@greystar.com,alexis.mcpherson@greystar.com,,,#REF!
New Property,Allora Alamo Heights,,,San Antonio,TX,,NP,Brooke,  351 ,11/1/2023,,5/6/25,,GCB,,,Yardi,SaaS,$438.75,,30 day out,Greystar,a01Dn00000HJJcvIAH,,,Miranda Huerta,alloraalamomgr@greystar.com,cristina.hinojosa@greystar.com,Contract signed,,#REF!
New Property,Cary Greens at Preston,,,Cary,NC,,DG,Brooke,  292 ,11/1/2023,,5/6/25,,GCB,,,RealPage,SaaS,$365.00,,30 day out,Greystar,a01Dn00000HHJhVIAX,,,Elizabeth Mach,carygreensmgr@greystar.com,kgreen@greystar.com,Contract Sent 10/19/2023,,#REF!
New Property,Station 650,,,Alexandria,VA,,DG,Brooke,  183 ,11/1/2023,,5/6/25,,GCB,,,,SaaS,$228.75,,30 day out,Greystar,a01Dn00000HHYcYIAX,,,Laura Earnst,station650mgr@greystar.com,kevin.castellow@greystar.com,,,#REF!
New Property,The Edison,Edison,,Fort Myers,FL,,FF,Jodi,  326 ,11/1/2023,,,,VendorCafe,,,,SaaS,$407.50,,2023 Promo - 30 day out,RPM Living,a01UL000006zbCFYAY,Cardone Capital,,Brittney Little,brittney.little@rpmliving.com,brittney.little@rpmliving.com,,,#REF!
New Property,10X Woodway Square,,,Houston,TX,,FF,Jodi,  507 ,11/1/2023,,,,VendorCafe,,,,SaaS,$633.75,,2023 Promo - 30 day out,RPM Living,a01Dn00000HHwBxIAL,Cardone Capital,,Jay De La Garza,WoodwaySquare@rpmliving.com,erica.askew@rpmliving.com,Contract Sent 10/17/2023,,#REF!
New Property,10x Wellington Club,,,Lake Worth,TX,,FF,Jodi,  204 ,11/1/2023,,,,VendorCafe,,,,SaaS,$255.00,,2023 Promo - 30 day out,RPM Living,a01Dn00000HHEqiIAH,Cardone Capital,,Yunique McDonald,10xwellingtonclub@rpmliving.com,kelley.maragos@rpmliving.com,Contract Sent 10/17/2023,,#REF!
New Property,10X Trellis,,,Savannah,GA,,FF,Jodi,  264 ,11/1/2023,,,,VendorCafe,,,,SaaS,$330.00,,2023 Promo - 30 day out,RPM Living,a01Dn00000HHEqhIAH,Cardone Capital,,Latoya Boswell,10xtrellis@rpmliving.com,dan.boyle@rpmliving.com,Contract Sent 10/17/2023,,#REF!
New Property,10X Ormond Beach,,,Ormond Beach,FL,,FF,Jodi,  272 ,11/1/2023,,,,VendorCafe,,,,SaaS,$340.00,,2023 Promo - 30 day out,RPM Living,a01Dn00000HHEqwIAH,Cardone Capital,,Hannah Hovious,10xormondbeach@rpmliving.com,  amanda.burk@rpmliving.com,Contract Sent 10/17/2023,,#REF!
New Property,10X Murano,,,Orlando,FL,,FF,Jodi,  240 ,11/1/2023,12/11/24,,,VendorCafe,,,,SaaS,$300.00,,2023 Promo - 30 day out,RPM Living,a01Dn00000HHlxzIAD,Cardone Capital,,Maria Guzman,Annette Vargas,annette.vargas@rpmliving.com,Contract Sent 10/17/2023,,#REF!
New Property,10X Living Heights Waterworks,,,Houston,TX,,FF,Jodi,  309 ,11/1/2023,,,,VendorCafe,,,,SaaS,$386.25,,2023 Promo - 30 day out,RPM Living,a01Dn00000HHEqVIAX,Cardone Capital,,Louise Penn,heightswaterworks@rpmliving.com,erica.askew@rpmliving.com,Contract Sent 10/17/2023,,#REF!
New Property,10X Living at Grandview,,,Austin,TX,,FF,Jodi,  458 ,11/1/2023,,,,VendorCafe,,,,SaaS,$572.50,,2023 Promo - 30 day out,RPM Living,a01Dn00000HHEqZIAX,Cardone Capital,,Andrea Bolton,10Xlivinggrandview@rpmliving.com,kim.thompson@rpmliving.com,Contract Sent 10/17/2023,,#REF!
New Property,10X Iona Lakes,,,Fort Meyers,FL,,FF,Jodi,  350 ,11/1/2023,,,,VendorCafe,,,,SaaS,$437.50,,2023 Promo - 30 day out,RPM Living,a01Dn00000HHPtFIAX,Cardone Capital,, David.garcia,ionalakes@rpmliving.com,trisha.belville@rpmliving.com,Contract Sent 10/17/2023,,#REF!
New Property,10X Integra Shores,,,Daytona Beach,FL,,FF,Jodi,  288 ,11/1/2023,,,,VendorCafe,,,,SaaS,$360.00,,2023 Promo - 30 day out,RPM Living,a01Dn00000HHPyBIAX,Cardone Capital,,Gene Harris,integrashores@rpmliving.com,amanda.burk@rpmliving.com,Contract Sent 10/17/2023,,#REF!
New Property,10X Harbour Bay,,,Palm Bay,FL,,FF,Jodi,  236 ,11/1/2023,12/11/24,,,VendorCafe,,,,SaaS,$295.00,,2023 Promo - 30 day out,RPM Living,a01Dn00000HHEqtIAH,Cardone Capital,, David Garcia,rachel.mccann@rpmliving.com,amanda.burk@rpmliving.com,Contract Sent 10/17/2023,,#REF!
New Property,10X Addison Place,,,Naples,FL,,FF,Jodi,  294 ,11/1/2023,,,,VendorCafe,,,,SaaS,$367.50,,2023 Promo - 30 day out,RPM Living,a01Dn00000HHEqPIAX,Cardone Capital,,Natalie Velaquez,addisonplace@rpmliving.com,brittney.little@rpmliving.com,Contract Sent 10/17/2023,,#REF!
New Property,10X Living 15th Street Flats,,,Houston,TX,,FF,Jodi,  337 ,11/1/2023,,,,VendorCafe,,,,SaaS,$421.25,,2023 Promo - 30 day out,RPM Living,a01Dn00000HHEqOIAX,Cardone Capital,,Ginger Strange,ginger.strange@rpmliving.com,erica.askew@rpmliving.com,Contract Sent 10/17/2023,,#REF!
New Property,10X Naples,,,Naples,FL,,FF,Jodi,  456 ,11/1/2023,,,,VendorCafe,,,,SaaS,$570.00,,2023 Promo - 30 day out,RPM Living,a01Dn00000HHEqaIAH,Cardone Capital,,Laura Hammond,10xnaples@rpmliving.com,Taylor Scalera (email TBD),Contract Sent 10/17/2023,,#REF!
New Property,Valley Breeze,,,San Diego,CA,,DC,Terene,  128 ,11/1/2023,,4/29/25,,,,,,SaaS,$192.00,,2023 Promo - 30 day out,"Viewpoint Equity, LLC",a01Dn00000HHsVJIA1,"Viewpoint Equity, LLC",,Georgina Grajeda,georgina@vpequities.com,chad@vpequities.com,,,#REF!
New Property,Casa Grande,,,Escondido,CA,,DC,Terene,  169 ,11/1/2023,,4/29/25,,,,,,SaaS,$253.50,,2023 Promo - 30 day out,"Viewpoint Equity, LLC",a01Dn00000HHfjwIAD,"Viewpoint Equity, LLC",,Tammy Vargas,tammy@vpequities.com,chad@vpequities.com,,,#REF!
New Property,Hilltop Condos at Sienna Hills,,,Escondido,CA,,DC,Terene,  51 ,11/1/2023,,4/29/25,,,,,,SaaS,$76.50,,2023 Promo - 30 day out,"Viewpoint Equity, LLC",a01Dn00000HHhcbIAD,"Viewpoint Equity, LLC",,Tammy Vargas,tammy@vpequities.com,chad@vpequities.com,,,#REF!
New Property,North Bonita Apartments,,,San Diego,CA,,DC,Terene,  104 ,11/1/2023,,4/29/25,,,,,,SaaS,$156.00,,2023 Promo - 30 day out,"Viewpoint Equity, LLC",a01Dn00000HHTK3IAP,"Viewpoint Equity, LLC",,Bill Milley,bill.milley@vpequities.com,chad@vpequities.com,,,#REF!
New Property,Hollister Creek Apartments,,,San Diego,CA,,DC,Terene,  46 ,11/1/2023,,4/29/25,,,,,,SaaS,$69.00,,2023 Promo - 30 day out,"Viewpoint Equity, LLC",a01Dn00000HHPZdIAP,"Viewpoint Equity, LLC",,Jessica Ayala,hollistercreek@vpequities.com,chad@vpequities.com,,,#REF!
New Property,Murrieta Meadows Apartments,,,Murrieta,CA,,DC,Terene,  200 ,11/1/2023,,4/29/25,,,,,,SaaS,$300.00,,2023 Promo - 30 day out,"Viewpoint Equity, LLC",a01Dn00000OpD6YIAV,"Viewpoint Equity, LLC",,Helena Soto,helena@vpequities.com,chad@vpequities.com,,,#REF!
New Property,29 Wyn,,,Miami,FL,,DG,Danielle,  248 ,11/2/2023,Opt out,3/25/25,,,,,Yardi,SaaS,$310.00,,12 month annual (COM Exempt),Berkshire Residential,a01Dn00000HJWR2IAP,,,Gina DiLorenzo,gdilorenzo@berkshireresi.com,spavlik@berkshireresi.com,,,#REF!
New Property,Goddard Point Hope,,,Charleston,SC,,DG,Terene,  227 ,11/2/2023,,5/6/25,,GCB,,,,SaaS,$283.75,,30 day out,Greystar,a01Dn00000LEO4lIAH,,,Demi Tiqui,goddardmgr@greystar.com,beth.dolan@greystar.com,,,#REF!
New Property,Greeley Lofts,,,St. Louis,MO,,JW,Danielle,  36 ,11/3/2023,11/30/23,11/22/24,,,,,Yardi,SaaS,$54.00,,Find Contract,Advantes Group,a01Dn00000HHOFBIA5,,,Jasmina Osman,josman@advantesgrp.com,josman@advantesgrp.com,,,#REF!
New Property,Hoffman Lofts,,,St. Louis,MO,,JW,Danielle,  21 ,11/3/2023,11/30/23,11/22/24,,,,,Yardi,SaaS,$31.50,,Find Contract,Advantes Group,a01Dn00000HJKnyIAH,,,Jasmina Osman,josman@advantesgrp.com,josman@advantesgrp.com,,,#REF!
New Property,@ 1377,,,Atlanta,GA,,FF,Jodi,  215 ,11/3/2023,,5/6/25,,GCB,,,,SaaS,$268.75,,30 day out,Greystar,a01Dn00000HHe3KIAT,,,Malikah Muhammad,1377mgr@greystar.com,tray.craft@greystar.com,,,#REF!
New Property,Alexan Gateway,,,Kent,WA,,JW,Danielle,  283 ,11/6/2023,,,,Vendor Cafe,,,Yardi,SaaS,$353.75,,2023 Promo - 30 day out,Avenue5 Residential,a01Dn00000HIbcOIAT,,,Whitney Nakamoto,pm.alexangateway@avenue5apt.com,emoran@avenue5.com,,,#REF!
New Property,Malibu Heathercliff,,,Malibu,CA,,DC,Jodi,  1 ,11/6/2023,,4/29/25,,,,,,PPR,$12.50,,2023 Promo - 30 day out,Groveland Management,a01Dn00000OpKHBIA3,,,Crystal Ponce de Leon,cpdeleon@grovelandmgmt.com,cpdeleon@grovelandmgmt.com,,,#REF!
New Property,Mill Creek Village I,,,Langhorne,PA,,AG,Brooke,  174 ,11/6/2023,,7/29/25,,,,,,SaaS,$261.00,,2023 Promo - 30 day out,Westover Companies,a01Dn00000HHlTsIAL,,,Luke Gregoria,lgregoria@westovercompanies.com,elogan@westovercompanies.com,,,#REF!
New Property,Mill Creek Village II,,,Penndel,PA,,AG,Brooke,  68 ,11/6/2023,,7/29/25,,,,,,SaaS,$102.00,,2023 Promo - 30 day out,Westover Companies,a01Dn00000HJ0DRIA1,,,Luke Gregoria,lgregoria@westovercompanies.com,elogan@westovercompanies.com,,,#REF!
New Property,Polo Ridge,,,Burlington,PA,,AG,Brooke,  64 ,11/6/2023,,7/29/25,,,,,,SaaS,$96.00,,2023 Promo - 30 day out,Westover Companies,a01Dn00000HHnbgIAD,,,Luke Gregoria,lgregoria@westovercompanies.com,elogan@westovercompanies.com,,,#REF!
New Property,Inscribe Apartments,,,Orlando,FL,,DG,Danielle,  437 ,11/7/2023,,5/6/25,,GCB,,,Yardi,SaaS,$546.25,,30 day out,Greystar,a01UL000000Vss9YAC,,,Suni Gonzalez,sunilda.gonzalez@greystar.com,,,,#REF!
New Property,Rafferty,,,Santa Ana,CA,,DC,Danielle,  218 ,11/7/2023,,5/6/25,,GCB,,,,SaaS,$272.50,,30 day out,Greystar,a01Dn00000HJC6DIAX,,,Khristine Carter,raffertymgr@liverafferty.com,enelson@greystar.com,,,#REF!
New Property,Grand Reserve,,,Ocala,FL,,JW,Jodi,  263 ,11/7/2023,,,,VendorCafe,,,,SaaS,$328.75,,2023 Promo - 30 day out,RPM Living,a01Dn00000HHO3nIAH,,,Jason Cronk,jason.cronk@rpmliving.com,kimberly.fritz@rpmliving.com,,,#REF!
New Property,Trellis House,,,Washington,DC,,DG,Danielle,  319 ,11/8/2023,Opt out,3/25/25,,,,Berkshire-regular@yardifs.com,Yardi,SaaS,$398.75,,12 month annual (COM Exempt),Berkshire Residential,a01Dn00000HHZmjIAH,,,Sara Calverley RPM,scalverley@berkshireresi.com,scalverley@berkshireresi.com,,,#REF!
New Property,Elio at Research Park,,,Huntsville,AL,,FF,Brooke,  42 ,11/8/2023,,8/12/25,,,,,,SaaS,$56.70,,2023 Promo - 30 day out,Lincoln Property Co (Willow Bridge),a01UL000000UaSiYAK,,,Kwandia Mayberry,elioresearchparkmgr@willowbridgepc.com,jmckenzie@willowbridgepc.com,,,#REF!
New Property,Lewis Ridge,,,Vancouver,WA,,DC,Terene,  112 ,11/9/2023,,,,,,,,SaaS,$140.00,,30 day out,Cushman & Wakefield,a01Dn00000HHR8BIAX,,,Ashley Karlbom,lewisridgeapts@cushwake.com,alisha.mccaffery@cushwake.com,,,#REF!
New Property,Noda Flats,,,Charlotte,NC,,DG,Jodi,  273 ,11/9/2023,,5/6/25,,GCB,,,,SaaS,$341.25,,30 day out,Greystar,a01Dn00000HHHj1IAH,,,Caleb Cowan,nodaflatsmgr@greystar.com,brobertson@greystar.com,,,#REF!
COM (under 90 days),3800 Main,,,Houston,TX,,NP,Jodi,  319 ,11/9/2023,,,,,,,Entrata,SaaS,$446.60,,30 day out,"Morgan Group, Inc.",a01Dn00000HHFPgIAP,,,Cynthia Nolazco,manager.3800main@morgangroup.com,shelleyr@morgangroup.com,,,#REF!
New Property,Tribeca Urban Apartment Homes,,,Marina Del Rey,CA,,DC,Terene,  77 ,11/9/2023,,,,,,,,SaaS,$115.50,,2023 Promo - 30 day out,Sares Regis Group,a01Dn00000HHZpCIAX,,,Rosie Siguenza,rsiguenza@sares-regis.com,awilliams@sares-regis.com,,,#REF!
New Property,City Lights on Fig,,,Los Angeles,CA,,DC,Terene,  100 ,11/9/2023,,,,,,,,SaaS,$150.00,,2023 Promo - 30 day out,Sares Regis Group,a01Dn00000HHgG1IAL,,,Brianna Ickes,bickes@sares-regis.com,awilliams@sares-regis.com,,,#REF!
New Property,Prose McCullough Station,,,Charlotte,NC,,DG,Jodi,  279 ,11/10/2023,,5/6/25,,GCB,,,,SaaS,$348.75,,30 day out,Greystar,a01Dn00000HJ5txIAD,,,Jamia Dennis,prosemcculloughmgr@greystar.com,davon.moody@greystar.com,,,#REF!
New Property,Broadstone Craft,,,Charlotte,NC,,DG,Jodi,  297 ,11/10/2023,,5/6/25,,GCB,,,,SaaS,$371.25,,30 day out,Greystar,a01Dn00000HHf8WIAT,,,Nicole Black,broadstonecraftmgr@greystar.com,,,,#REF!
New Property,Trinity Apartments,,,Dallas,TX,,NP,Jodi,  490 ,11/10/2023,12/18/24,12/18/24,,Ops,,,,SaaS,$612.50,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HJVIBIA5,,,Denise Rodriguez,drodriguez@zrsmanagement.com,tmb@zrsmanagement.com,,,#REF!
New Property,The Hamlin,,,North Hollywood,CA,,DC,Danielle,  119 ,11/13/2023,,4/29/25,,,,,AppFolio,SaaS,$178.50,,2023 Promo - 30 day out,Alpha Management Partners,a01UL000000ctA2YAI,,,Olga Grigoryan,ogrigoryan@elevadogroup.com,Erivera@alpamgmt.com,,,#REF!
New Property,Gridline,,,Seattle,WA,,JW,Danielle,  178 ,11/13/2023,,,,Vendor Cafe,,,Yardi,SaaS,$222.50,,2023 Promo - 30 day out,Avenue5 Residential,a01Dn00000HJ3NSIA1,,,David Singleton,pm.gridline@avenue5apt.com,emoran@avenue5.com,,,#REF!
New Property,O2 Apartments,,,Seattle,WA,,JW,Danielle,  132 ,11/13/2023,,,,Vendor Cafe,,,Yardi,SaaS,$165.00,,2023 Promo - 30 day out,Avenue5 Residential,a01Dn00000HHTcQIAX,,,Christopher Krayeski,pm.o2@avenue5apt.com,jfigliola@avenue5.com,,,#REF!
New Property,Ariza Scott BLVD,,,Temple,TX,,JW,Danielle,  260 ,11/13/2023,6/30/2025,4/29/25,,Ops,,,RealPage,SaaS,$390.00,,2023 Promo - 30 day out,Cypressbrook Company,a01Dn00000HJNHxIAP,,,Rachel Milot,manager@arizatemple.com,cobarr@cypressbrook.com,,,#REF!
New Property,Ariza Temple,,,Temple,TX,,JW,Danielle,  200 ,11/13/2023,6/30/2025,4/29/25,,Ops,,,RealPage,SaaS,$300.00,,2023 Promo - 30 day out,Cypressbrook Company,a01Dn00000HHGuXIAX,,,Rachel Milot,manager@arizatemple.com,cobarr@cypressbrook.com,,,#REF!
New Property,Morgan Trace,,,Union City,GA,,FF,Brooke,  80 ,11/13/2023,12/11/24,12/11/24,,,elon8176@elonmgmt.com,,,SaaS,$120.00,,Find Contract,Elon Property Management,a01Dn00000HHlm3IAD,,,Camille Newell,elon8176@elonmgmt.com,tjameson@elonmgmt.com,,,#REF!
New Property,Indian Lake,,,Morrow,GA,,FF,Brooke,  244 ,11/13/2023,12/11/24,12/11/24,,,,,,SaaS,$366.00,,Find Contract,Elon Property Management,a01Dn00000HHPzjIAH,,,Amanda Thompson,athompson@elonmgmnt.com,tjameson@elonmgmt.com,,,#REF!
New Property,Oakley Woods,,,Union City,GA,,FF,Brooke,  60 ,11/13/2023,12/11/24,12/11/24,,,qconnally@elonmgmt.com,,,SaaS,$90.00,,Find Contract,Elon Property Management,a01Dn00000HHTksIAH,,,Quonica Connally,qconnally@elonmgmt.com,tjameson@elonmgmt.com,,,#REF!
New Property,The Met Apartment Homes,,,Austin,TX,,NP,Brooke,  297 ,11/13/2023,,5/6/25,,GCB,,,Yardi,SaaS,$371.25,,30 day out,Greystar,a01Dn00000HJ2qpIAD,,,Ashley Wiggins,themetaustinmgr@greystar.com,mallory.benitez@greystar.com,Contract signed,,#REF!
New Property,Millyard at Meadow Commons,,,Newington,CT,,AG,Terene,  269 ,11/13/2023,,5/6/25,,GCB,,Millyardmgr@greystar.com,,SaaS,$336.25,,30 day out,Greystar,a01UL000000jSBSYA2,,,TBD,cristina.leone@greystar.com,cristina.leone@greystar.com,,,#REF!
New Property,Encore Novo,,,Chandler,AZ,,DC,Terene,  208 ,11/13/2023,,5/6/25,,GCB,,,,SaaS,$260.00,,30 day out,Greystar,a01Dn00000HJLiuIAH,,,Pamela Barrett,encoreonnovomgr@greystar.com,jjohnson@greystar.com,,,#REF!
